time,voltage,speed,distance_traveled
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
142.88," 0.00
"
141.67," 0.00
"
140.86," 0.00
"
140.05," 0.00
"
139.24," 0.00
"
138.83," 0.00
"
138.43," 0.00
"
138.43," 0.00
"
138.02," 0.00
"
137.62," 0.00
"
137.62," 0.00
"
137.21," 0.00
"
136.81," 0.00
"
136.40," 0.00
"
136.00," 0.00
"
135.60," 0.00
"
135.19," 0.00
"
134.38," 0.00
"
134.38," 0.00
"
133.98," 0.00
"
133.57," 0.00
"
133.57," 0.00
"
133.57," 0.00
"
133.57," 0.00
"
133.57," 0.00
"
133.57," 0.00
"
133.57," 0.00
"
132.76," 0.00
"
133.17," 0.00
"
132.76," 0.00
"
132.36," 0.00
"
131.95," 0.00
"
131.55," 0.00
"
131.55," 0.00
"
131.14," 0.00
"
131.14," 0.00
"
131.55," 0.00
"
131.14," 0.00
"
131.14," 0.00
"
